,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,8,4,2,10,2,2,2,6,8,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,0,6,0,0,2,4,6,0,2,0,2,12,0,0,18,6,6,12,6,6,0,6,6,6,12,0,0,8,0,0,12,4,4,8,4,4,0,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,16,26,14,6,36,6,6,8,22,30,6,20,0,8,12,2,4,20,8,6,18,6,6,2,10,12,6,14,0,2,4,4,8,10,6,2,16,2,2,4,10,14,2,8,0,4,4,6,12,12,8,2,22,2,2,6,14,20,2,10,0,6,0,4,8,4,4,0,12,0,0,4,8,12,0,4,0,4,4,4,8,10,6,2,16,2,2,4,10,14,2,8,0,4,4,0,0,6,2,2,4,2,2,0,2,2,2,4,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,4,0,6,4,4,8,0,10,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6,0,4,2,0,8,2,0,2,2,0,12,12,12,12,0,0,12,0,18,0,6,0,6,0,6,0,8,8,8,8,0,0,8,0,12,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,12,12,0,24,12,16,26,0,38,8,6,8,14,0,16,14,12,12,0,6,12,4,20,0,14,2,6,2,8,0,12,8,4,4,0,12,4,8,10,0,18,4,2,4,6,0,16,10,4,4,0,18,4,12,12,0,26,6,2,6,8,0,8,4,0,0,0,12,0,8,4,0,16,4,0,4,4,0,12,8,4,4,0,12,4,8,10,0,18,4,2,4,6,0,4,4,4,4,0,0,4,0,6,0,2,0,2,0,2
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,0,2,4,2,4,8,2,2,8,4,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,2,2,0,4,2,0,2,4,0,4,0,6,0,6,0,6,6,0,12,12,0,6,18,0,6,12,6,4,0,4,0,4,4,0,8,8,0,4,12,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,6,0,6,14,8,12,28,8,6,26,16,6,28,6,8,10,6,0,6,8,2,12,16,2,6,20,4,6,16,6,6,20,2,0,2,6,4,4,12,4,2,10,8,2,12,2,8,30,2,0,2,8,6,4,16,6,2,12,12,2,16,2,4,20,0,0,0,4,4,0,8,4,0,4,8,0,8,0,6,20,2,0,2,6,4,4,12,4,2,10,8,2,12,2,2,0,2,0,2,2,0,4,4,0,2,6,0,2,4,2
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,4,2,8,0,12,0,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,6,0,6,0,2,0,2,0,0,18,0,24,0,6,12,0,18,0,12,0,6,0,0,0,0,12,0,16,0,4,8,0,12,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,24,16,6,28,0,42,0,36,0,14,0,8,0,0,18,8,24,4,6,16,0,24,0,18,0,8,0,2,0,0,6,16,8,8,2,12,0,18,0,16,0,6,0,4,0,0,6,24,8,12,2,16,0,24,0,22,0,8,0,6,0,0,0,16,0,8,0,8,0,12,0,12,0,4,0,4,0,0,6,16,8,8,2,12,0,18,0,16,0,6,0,4,0,0,6,0,8,0,2,4,0,6,0,4,0,2,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,8,4,6,2,0,4,2,4,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,4,0,0,0,2,0,8,0,6,0,0,0,6,6,6,12,6,6,0,12,0,12,6,0,24,0,0,0,4,4,4,8,4,4,0,8,0,8,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,6,30,12,22,6,0,12,8,12,38,0,48,0,2,0,10,6,12,12,10,6,0,12,2,12,14,0,30,0,4,0,10,2,14,4,10,2,0,4,4,4,18,0,20,0,6,0,14,2,20,4,14,2,0,4,6,4,26,0,26,0,4,0,8,0,12,0,8,0,0,0,4,0,16,0,12,0,4,0,10,2,14,4,10,2,0,4,4,4,18,0,20,0,0,0,2,2,2,4,2,2,0,4,0,4,2,0,8
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,4,6,0,4,10,0,2,6,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,4,0,0,4,0,0,2,2,4,2,2,0,0,6,6,6,6,0,12,18,0,6,12,6,12,6,0,0,0,4,4,4,4,0,8,12,0,4,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,6,14,22,0,12,34,0,6,20,14,28,14,8,0,4,12,6,8,10,0,12,22,0,6,14,8,16,8,2,0,8,14,2,6,10,0,4,14,0,2,8,6,12,6,4,0,12,20,2,8,14,0,4,18,0,2,10,8,16,8,6,0,8,12,0,4,8,0,0,8,0,0,4,4,8,4,4,0,8,14,2,6,10,0,4,14,0,2,8,6,12,6,4,0,0,2,2,2,2,0,4,6,0,2,4,2,4,2,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,10,6,4,6,4,2,2,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,2,4,4,0,0,6,0,0,0,2,0,18,6,0,18,6,6,6,0,6,6,12,12,0,0,0,0,12,4,0,12,4,4,4,0,4,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,34,22,14,22,16,6,6,36,12,0,0,8,0,18,12,0,22,10,8,10,4,6,6,18,12,0,0,2,0,6,14,0,14,10,6,10,8,2,2,16,4,0,0,4,0,6,20,0,18,14,8,14,12,2,2,22,4,0,0,6,0,0,12,0,8,8,4,8,8,0,0,12,0,0,0,4,0,6,14,0,14,10,6,10,8,2,2,16,4,0,0,4,0,6,2,0,6,2,2,2,0,2,2,4,4,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,2,0,0,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,4,0,0,12,20,8,0,0,0,0,0,0,8,6,12,0,4,2,4,16,26,16,2,0,0,0,0,0,4,4,8,0,2,2,4,10,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,8,12,16,4,0,0,0,0,0,12,6,12,0,6,0,0,18,30,12,0,0,0,0,0,0,8,10,20,0,4,6,12,24,38,32,6,0,0,0,0,0,8,10,20,0,4,6,12,24,38,32,6,0,0,0,0,0,8,12,24,0,4,8,16,28,44,40,8,0,0,0,0,0,4,6,12,0,2,4,8,14,22,20,4
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,4,2,0,2,0,0,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,8,4,0,4,0,0,12,12,0,0,4,0,16,10,10,0,12,6,2,6,0,6,12,12,0,0,4,0,10,8,8,0,8,4,2,4,0,6,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,12,0,8,4,4,4,0,12,0,0,0,0,0,0,18,6,6,0,12,6,0,6,0,0,18,18,0,0,6,0,24,22,22,0,20,10,6,10,0,18,12,12,0,0,4,0,24,22,22,0,20,10,6,10,0,18,12,12,0,0,4,0,28,28,28,0,24,12,8,12,0,24,12,12,0,0,4,0,14,14,14,0,12,6,4,6,0,12,6,6,0,0,2,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,2,0,4,2,0,2,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,4,0,8,4,0,4,8,4,4,4,0,4,16,8,8,4,4,4,14,4,0,6,8,4,6,6,0,4,12,6,4,4,2,4,10,2,0,4,4,2,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,8,0,8,12,0,0,4,0,0,4,4,0,0,12,6,12,0,6,0,12,6,0,6,12,6,6,6,0,6,32,16,8,12,4,12,26,4,0,10,8,4,10,10,0,4,32,16,8,12,4,12,26,4,0,10,8,4,10,10,0,4,40,20,8,16,4,16,32,4,0,12,8,4,12,12,0,4,20,10,4,8,2,8,16,2,0,6,4,2,6,6,0,2
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,6,2,2,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,4,0,4,12,4,4,8,8,0,4,4,4,0,8,0,4,6,0,6,18,6,4,10,8,8,10,2,2,0,6,0,2,4,0,4,12,4,2,6,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,12,4,0,4,0,16,12,6,6,0,6,0,6,6,0,6,18,6,6,12,12,0,6,4,4,0,16,0,4,10,0,10,30,10,4,14,8,24,22,4,4,0,16,0,4,10,0,10,30,10,4,14,8,24,22,4,4,0,20,0,4,12,0,12,36,12,4,16,8,32,28,2,2,0,10,0,2,6,0,6,18,6,2,8,4,16,14
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,8,2,2,0,4,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,16,4,4,0,8,4,4,4,4,0,0,4,0,8,10,2,20,8,6,2,14,4,4,4,6,2,0,6,0,4,8,2,12,6,4,2,10,2,2,2,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,8,4,4,12,0,0,0,4,4,0,4,0,12,6,0,24,6,6,0,12,6,6,6,6,0,0,6,0,8,22,6,28,16,10,6,26,4,4,4,10,6,0,10,0,8,22,6,28,16,10,6,26,4,4,4,10,6,0,10,0,8,28,8,32,20,12,8,32,4,4,4,12,8,0,12,0,4,14,4,16,10,6,4,16,2,2,2,6,4,0,6,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,0,2,2,4,0,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,4,0,4,4,8,0,0,4,4,12,4,10,0,2,0,14,4,0,4,10,12,2,2,6,6,16,8,6,0,2,0,8,2,0,2,8,8,2,2,4,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,12,8,4,4,4,4,8,8,12,0,0,0,18,6,0,6,6,12,0,0,6,6,18,6,14,0,6,0,18,4,0,4,22,20,6,6,10,10,24,16,14,0,6,0,18,4,0,4,22,20,6,6,10,10,24,16,16,0,8,0,20,4,0,4,28,24,8,8,12,12,28,20,8,0,4,0,10,2,0,2,14,12,4,4,6,6,14,10
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,2,0,2,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,0,4,0,4,0,8,0,8,8,0,8,10,2,0,8,8,0,6,0,6,2,18,0,12,14,0,10,6,2,0,4,4,0,4,0,4,2,14,0,8,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4,4,20,0,8,12,0,4,12,0,0,12,12,0,6,0,6,0,12,0,12,12,0,12,14,6,0,8,8,0,10,0,10,6,38,0,20,26,0,14,14,6,0,8,8,0,10,0,10,6,38,0,20,26,0,14,16,8,0,8,8,0,12,0,12,8,48,0,24,32,0,16,8,4,0,4,4,0,6,0,6,4,24,0,12,16,0,8
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,4,0,4,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,8,0,8,4,0,4,4,4,0,4,0,4,0,4,6,24,12,6,10,8,0,4,6,6,0,4,2,4,0,2,4,16,8,6,6,6,0,2,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,12,4,8,0,0,4,4,0,0,4,0,0,6,6,24,12,0,12,6,0,6,6,6,0,6,0,6,0,4,10,40,20,18,14,16,0,4,10,10,0,4,6,4,0,4,10,40,20,18,14,16,0,4,10,10,0,4,6,4,0,4,12,48,24,24,16,20,0,4,12,12,0,4,8,4,0,2,6,24,12,12,8,10,0,2,6,6,0,2,4,2
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,4,8,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,4,0,8,16,4,0,16,4,6,2,14,0,6,6,0,4,6,2,8,16,4,2,16,4,6,2,10,0,6,4,0,4,4,2,4,8,2,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,12,0,12,4,0,8,4,4,0,0,0,4,0,0,0,0,12,0,0,6,0,0,6,0,12,24,6,0,24,6,18,6,26,0,18,10,0,12,10,6,8,16,4,6,16,4,18,6,26,0,18,10,0,12,10,6,8,16,4,6,16,4,24,8,32,0,24,12,0,16,12,8,8,16,4,8,16,4,12,4,16,0,12,6,0,8,6,4,4,8,2,4,8,2
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,4,0,2,2,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,0,8,0,4,4,16,0,0,4,0,4,0,0,4,14,8,0,8,0,8,6,18,4,8,6,4,6,2,0,2,8,4,0,4,0,6,4,10,4,8,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,4,8,16,4,8,4,4,0,6,18,12,0,12,0,6,6,24,0,0,6,0,6,0,0,4,18,8,0,8,0,16,10,22,12,24,10,12,10,6,0,4,18,8,0,8,0,16,10,22,12,24,10,12,10,6,0,4,20,8,0,8,0,20,12,24,16,32,12,16,12,8,0,2,10,4,0,4,0,10,6,12,8,16,6,8,6,4
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,4,4,4,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4,8,8,8,4,8,0,0,0,4,4,0,4,12,0,4,4,8,8,10,6,12,4,4,4,4,6,6,2,6,0,4,2,4,4,6,4,8,4,4,4,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,8,8,8,8,0,4,12,6,18,0,0,6,12,12,12,6,12,0,0,0,6,6,0,4,12,0,12,4,8,8,14,10,20,12,12,12,4,10,18,4,12,0,12,4,8,8,14,10,20,12,12,12,4,10,18,4,12,0,16,4,8,8,16,12,24,16,16,16,4,12,24,2,6,0,8,2,4,4,8,6,12,8,8,8,2,6,12
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,4,0,2,2,2,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,4,8,0,4,4,4,0,4,0,8,12,12,2,10,8,4,6,12,0,6,4,4,0,4,4,8,12,10,2,6,6,4,4,8,0,4,2,2,0,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,8,8,4,8,0,4,0,0,0,0,8,0,0,6,0,12,6,0,6,12,0,6,6,6,0,6,0,12,18,28,6,14,16,12,10,20,0,10,4,4,0,4,12,8,12,28,6,14,16,12,10,20,0,10,4,4,0,4,12,8,12,36,8,16,20,16,12,24,0,12,4,4,0,4,16,8,12,18,4,8,10,8,6,12,0,6,2,2,0,2,8,4,6
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,2,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,4,4,4,4,4,0,4,4,0,0,0,4,0,18,8,10,4,6,4,4,4,4,12,6,4,0,2,8,2,10,4,6,2,4,2,2,2,4,10,4,4,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,8,16,4,8,0,4,8,4,24,12,12,6,6,6,6,6,0,6,6,0,0,0,6,0,22,8,14,4,10,4,4,4,12,28,10,12,0,6,16,6,22,8,14,4,10,4,4,4,12,28,10,12,0,6,16,6,24,8,16,4,12,4,4,4,16,36,12,16,0,8,20,8,12,4,8,2,6,2,2,2,8,18,6,8,0,4,10,4
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,8,2,0,0,4,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,16,4,0,0,8,4,4,8,8,4,2,6,6,4,2,6,24,4,0,0,8,6,4,10,10,4,2,4,4,4,2,4,16,2,0,0,4,4,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,8,4,4,16,0,0,0,0,4,0,4,4,0,0,6,6,0,0,6,24,6,0,0,12,6,6,12,12,12,6,10,10,12,6,10,40,4,0,0,8,10,4,14,14,12,6,10,10,12,6,10,40,4,0,0,8,10,4,14,14,16,8,12,12,16,8,12,48,4,0,0,8,12,4,16,16,8,4,6,6,8,4,6,24,2,0,0,4,6,2,8,8
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,2,6,4,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,4,4,12,8,4,4,0,0,12,4,0,2,14,0,6,14,6,4,12,10,4,4,0,2,14,4,0,2,10,0,6,10,4,2,6,6,2,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,0,12,12,4,0,0,4,0,0,0,4,4,0,0,0,12,0,0,12,6,6,18,12,6,6,0,0,18,12,0,6,26,0,18,26,10,4,12,14,4,4,0,6,18,12,0,6,26,0,18,26,10,4,12,14,4,4,0,6,18,16,0,8,32,0,24,32,12,4,12,16,4,4,0,8,20,8,0,4,16,0,12,16,6,2,6,8,2,2,0,4,10
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,2,2,2,4,0,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,8,4,4,4,8,0,4,0,0,8,4,4,14,4,0,0,8,6,6,4,10,4,8,2,4,12,6,8,8,2,0,0,4,4,4,2,6,4,6,2,4,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,8,8,4,8,8,4,8,18,6,0,0,12,6,6,6,12,0,6,0,0,12,6,6,18,4,0,0,8,10,10,4,14,12,16,6,12,20,10,16,18,4,0,0,8,10,10,4,14,12,16,6,12,20,10,16,20,4,0,0,8,12,12,4,16,16,20,8,16,24,12,20,10,2,0,0,4,6,6,2,8,8,10,4,8,12,6,10
48,0,4,8,8,0,0,4,4,12,0,4,8,4,0,8,0,0,32,16,8,8,0,8,0,16,16,8,8,0,0,8,0,0,10,8,6,2,0,4,2,10,4,4,6,2,0,6,0,0,26,16,10,6,0,8,2,18,12,8,10,2,0,10,0,0,10,8,6,2,0,4,2,10,4,4,6,2,0,6,0,0,12,12,10,2,0,6,4,16,4,6,10,4,0,10,0,0,10,8,6,2,0,4,2,10,4,4,6,2,0,6,0,0,8,4,2,2,0,2,0,4,4,2,2,0,0,2,0,0,4,8,8,0,0,4,4,12,0,4,8,4,0,8,0,0,2,4,4,0,0,2,2,6,0,2,4,2,0,4,0,0,8,4,2,2,0,2,0,4,4,2,2,0,0,2,0,0,10,8,6,2,0,4,2,10,4,4,6,2,0,6,0,0,18,12,8,4,0,6,2,14,8,6,8,2,0,8,0,0,2,4,4,0,0,2,2,6,0,2,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,4,4,12,0,4,8,4,0,8,0
49,4,12,0,0,8,0,0,12,0,0,4,0,4,8,4,8,0,0,8,0,0,8,32,8,8,8,0,0,0,32,16,8,2,6,2,0,4,2,8,8,2,2,2,0,2,12,6,6,2,6,6,0,4,6,24,12,6,6,2,0,2,28,14,10,2,6,2,0,4,2,8,8,2,2,2,0,2,12,6,6,4,12,2,0,8,2,8,14,2,2,4,0,4,16,8,10,2,6,2,0,4,2,8,8,2,2,2,0,2,12,6,6,0,0,2,0,0,2,8,2,2,2,0,0,0,8,4,2,4,12,0,0,8,0,0,12,0,0,4,0,4,8,4,8,2,6,0,0,4,0,0,6,0,0,2,0,2,4,2,4,0,0,2,0,0,2,8,2,2,2,0,0,0,8,4,2,2,6,2,0,4,2,8,8,2,2,2,0,2,12,6,6,2,6,4,0,4,4,16,10,4,4,2,0,2,20,10,8,2,6,0,0,4,0,0,6,0,0,2,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,8,0,0,12,0,0,4,0,4,8,4,8
50,4,0,4,8,4,12,0,4,8,8,0,4,4,4,0,0,0,0,8,16,0,8,16,8,16,0,8,24,16,0,0,8,2,0,4,8,2,8,4,4,8,4,2,8,6,2,0,2,2,0,8,16,2,12,12,8,16,4,6,20,14,2,0,6,2,0,4,8,2,8,4,4,8,4,2,8,6,2,0,2,4,0,6,12,4,14,4,6,12,8,2,10,8,4,0,2,2,0,4,8,2,8,4,4,8,4,2,8,6,2,0,2,0,0,2,4,0,2,4,2,4,0,2,6,4,0,0,2,4,0,4,8,4,12,0,4,8,8,0,4,4,4,0,0,2,0,2,4,2,6,0,2,4,4,0,2,2,2,0,0,0,0,2,4,0,2,4,2,4,0,2,6,4,0,0,2,2,0,4,8,2,8,4,4,8,4,2,8,6,2,0,2,2,0,6,12,2,10,8,6,12,4,4,14,10,2,0,4,2,0,2,4,2,6,0,2,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,12,0,4,8,8,0,4,4,4,0,0
